Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Currency_Type
40,Female,Master's Degree,Human Resources Manager,12,130000,China,Chinese,CNY
33,Male,Bachelor's Degree,Operations Manager,7,85000,Canada,Asian,CAD
29,Female,High School,Junior Sales Associate,1,25000,Canada,Asian,CAD
44,Male,PhD,Data Scientist,15,150000,China,White,CNY
28,Male,Bachelor's Degree,Software Developer,3,60000,USA,Hispanic,USD
36,Female,Master's Degree,Marketing Coordinator,9,100000,UK,Asian,GBP
31,Male,Bachelor's Degree,Operations Manager,6,75000,China,Korean,CNY
27,Female,Master's Degree,Human Resources Coordinator,3,50000,Canada,Black,CAD
42,Male,PhD,Data Scientist,14,140000,Canada,Black,CAD
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,USA,Asian,USD
26,Male,High School,Junior Sales Associate,2,30000,Australia,Australian,AUD
39,Female,Master's Degree,Marketing Manager,11,120000,USA,Hispanic,USD
30,Male,Bachelor's Degree,Software Engineer,4,65000,UK,Asian,GBP
47,Male,PhD,Data Scientist,19,190000,Canada,Asian,CAD
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,USA,Hispanic,USD
40,Female,Master's Degree,Human Resources Manager,12,130000,UK,White,GBP
33,Male,Bachelor's Degree,Operations Manager,7,85000,Canada,Asian,CAD
29,Female,High School,Junior Sales Associate,1,25000,UK,White,GBP
44,Male,PhD,Data Scientist,15,150000,USA,African American,USD
28,Male,Bachelor's Degree,Software Developer,3,60000,China,White,CNY
36,Female,Master's Degree,Marketing Coordinator,9,100000,USA,White,USD
31,Male,Bachelor's Degree,Operations Manager,6,75000,Australia,Asian,AUD
27,Female,Master's Degree,Human Resources Coordinator,3,50000,Australia,Australian,AUD
42,Male,PhD,Data Scientist,14,140000,USA,White,USD
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,Canada,Black,CAD
26,Male,High School,Junior Sales Associate,2,30000,Australia,Australian,AUD
39,Female,Master's Degree,Marketing Manager,11,120000,USA,White,USD
30,Male,Bachelor's Degree,Software Engineer,4,65000,UK,Mixed,GBP
47,Male,PhD,Data Scientist,19,190000,Canada,Asian,CAD
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,Canada,Asian,CAD
40,Female,Master's Degree,Human Resources Manager,12,130000,China,Korean,CNY
33,Male,Bachelor's Degree,Operations Manager,7,85000,USA,White,USD
29,Female,High School,Junior Sales Associate,1,25000,Australia,Australian,AUD
44,Male,PhD,Data Scientist,15,150000,USA,Hispanic,USD
28,Male,Bachelor's Degree,Software Developer,3,60000,Australia,White,AUD
36,Female,Master's Degree,Marketing Coordinator,9,100000,Canada,Asian,CAD
31,Male,Bachelor's Degree,Operations Manager,6,75000,Australia,Australian,AUD
27,Female,Master's Degree,Human Resources Coordinator,3,50000,USA,White,USD
42,Male,PhD,Data Scientist,14,140000,Canada,Black,CAD
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,UK,Asian,GBP
26,Male,High School,Junior Sales Associate,2,30000,USA,African American,USD
39,Female,Master's Degree,Marketing Manager,11,120000,China,Chinese,CNY
30,Male,Bachelor's Degree,Software Engineer,4,65000,China,Chinese,CNY
47,Male,PhD,Data Scientist,19,190000,UK,White,GBP
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,UK,Asian,GBP
40,Female,Master's Degree,Human Resources Manager,12,130000,USA,White,USD
33,Male,Bachelor's Degree,Operations Manager,7,85000,UK,Welsh,GBP
29,Female,High School,Junior Sales Associate,1,25000,USA,White,USD
44,Male,PhD,Data Scientist,15,150000,Australia,Australian,AUD
28,Male,Bachelor's Degree,Software Developer,3,60000,China,Chinese,CNY
36,Female,Master's Degree,Marketing Coordinator,9,100000,USA,Asian,USD
31,Male,Bachelor's Degree,Operations Manager,6,75000,China,Chinese,CNY
27,Female,Master's Degree,Human Resources Coordinator,3,50000,Australia,Australian,AUD
42,Male,PhD,Data Scientist,14,140000,Australia,White,AUD
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,China,Korean,CNY
26,Male,High School,Junior Sales Associate,2,30000,UK,Welsh,GBP
39,Female,Master's Degree,Marketing Manager,11,120000,China,White,CNY
30,Male,Bachelor's Degree,Software Engineer,4,65000,China,White,CNY
47,Male,PhD,Data Scientist,19,190000,Australia,White,AUD
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,Australia,White,AUD
40,Female,Master's Degree,Human Resources Manager,12,130000,UK,Asian,GBP
33,Male,Bachelor's Degree,Operations Manager,7,85000,USA,Asian,USD
29,Female,High School,Junior Sales Associate,1,25000,USA,African American,USD
44,Male,PhD,Data Scientist,15,150000,Australia,White,AUD
28,Male,Bachelor's Degree,Software Developer,3,60000,UK,Mixed,GBP
36,Female,Master's Degree,Marketing Coordinator,9,100000,China,Chinese,CNY
31,Male,Bachelor's Degree,Operations Manager,6,75000,USA,White,USD
27,Female,Master's Degree,Human Resources Coordinator,3,50000,Australia,Asian,AUD
42,Male,PhD,Data Scientist,14,140000,USA,African American,USD
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,China,Chinese,CNY
26,Male,High School,Junior Sales Associate,2,30000,Canada,White,CAD
39,Female,Master's Degree,Marketing Manager,11,120000,USA,African American,USD
30,Male,Bachelor's Degree,Software Engineer,4,65000,USA,Asian,USD
47,Male,PhD,Data Scientist,19,190000,Australia,White,AUD
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,Canada,White,CAD
40,Female,Master's Degree,Human Resources Manager,12,130000,China,White,CNY
33,Male,Bachelor's Degree,Operations Manager,7,85000,Australia,Asian,AUD
29,Female,High School,Junior Sales Associate,1,25000,USA,White,USD
44,Male,PhD,Data Scientist,15,150000,USA,African American,USD
28,Male,Bachelor's Degree,Software Developer,3,60000,China,Korean,CNY
31,Male,Bachelor's Degree,Software Engineer,5,80000,UK,Mixed,GBP
27,Female,Master's Degree,Marketing Manager,3,60000,UK,White,GBP
38,Male,PhD,Data Scientist,12,130000,China,Korean,CNY
29,Female,Bachelor's Degree,Human Resources Coordinator,2,45000,China,Chinese,CNY
23,Male,High School,Junior Sales Associate,1,25000,USA,Asian,USD
32,Female,Master's Degree,Software Developer,7,90000,USA,African American,USD
44,Male,Bachelor's Degree,Operations Manager,18,170000,USA,Hispanic,USD
26,Female,Bachelor's Degree,Marketing Coordinator,2,40000,Canada,Asian,CAD
40,Male,PhD,Data Scientist,15,150000,UK,Mixed,GBP
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,Australia,Australian,AUD
24,Male,High School,Junior Sales Associate,1,25000,USA,Hispanic,USD
35,Female,Master's Degree,Marketing Manager,10,110000,Canada,Asian,CAD
29,Male,Bachelor's Degree,Software Engineer,4,70000,Australia,Australian,AUD
49,Male,PhD,Data Scientist,22,220000,UK,White,GBP
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,USA,African American,USD
41,Female,Master's Degree,Human Resources Manager,13,140000,China,Chinese,CNY
36,Male,Bachelor's Degree,Operations Manager,9,110000,UK,Asian,GBP
28,Female,High School,Junior Sales Associate,1,25000,China,White,CNY
43,Male,PhD,Data Scientist,16,160000,USA,White,USD
29,Male,Bachelor's Degree,Software Developer,5,80000,UK,White,GBP
39,Female,Master's Degree,Marketing Coordinator,11,120000,Canada,Black,CAD
32,Male,Bachelor's Degree,Operations Manager,6,90000,UK,Asian,GBP
28,Female,Master's Degree,Human Resources Coordinator,2,45000,USA,Asian,USD
40,Male,PhD,Data Scientist,15,150000,UK,Welsh,GBP
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,USA,Hispanic,USD
24,Male,High School,Junior Sales Associate,1,25000,UK,Asian,GBP
35,Female,Master's Degree,Marketing Manager,10,110000,Australia,White,AUD
29,Male,Bachelor's Degree,Software Engineer,4,70000,UK,Mixed,GBP
49,Male,PhD,Data Scientist,22,220000,UK,Mixed,GBP
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,USA,Asian,USD
41,Female,Master's Degree,Human Resources Manager,13,140000,Australia,White,AUD
36,Male,Bachelor's Degree,Operations Manager,9,110000,China,Korean,CNY
28,Female,High School,Junior Sales Associate,1,25000,China,Chinese,CNY
43,Male,PhD,Data Scientist,16,160000,UK,Welsh,GBP
29,Male,Bachelor's Degree,Software Developer,5,80000,China,Chinese,CNY
39,Female,Master's Degree,Marketing Coordinator,11,120000,China,Korean,CNY
32,Male,Bachelor's Degree,Operations Manager,6,90000,Australia,Australian,AUD
28,Female,Master's Degree,Human Resources Coordinator,2,45000,USA,Hispanic,USD
40,Male,PhD,Data Scientist,15,150000,USA,Asian,USD
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,Canada,Asian,CAD
24,Male,High School,Junior Sales Associate,1,25000,Australia,Australian,AUD
35,Female,Master's Degree,Marketing Manager,10,110000,Australia,Asian,AUD
29,Male,Bachelor's Degree,Software Engineer,4,70000,Canada,Asian,CAD
49,Male,PhD,Data Scientist,22,220000,China,White,CNY
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,China,Chinese,CNY
41,Female,Master's Degree,Human Resources Manager,13,140000,USA,African American,USD
36,Male,Bachelor's Degree,Operations Manager,9,110000,USA,African American,USD
28,Female,High School,Junior Sales Associate,1,25000,Australia,Asian,AUD
43,Male,PhD,Data Scientist,16,160000,Australia,Australian,AUD
29,Male,Bachelor's Degree,Software Developer,5,80000,China,White,CNY
39,Female,Master's Degree,Marketing Coordinator,11,120000,USA,Hispanic,USD
32,Male,Bachelor's Degree,Operations Manager,6,90000,USA,African American,USD
28,Female,Master's Degree,Human Resources Coordinator,2,45000,Australia,Australian,AUD
40,Male,PhD,Data Scientist,15,150000,Australia,Australian,AUD
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,UK,White,GBP
24,Male,High School,Junior Sales Associate,1,25000,Canada,Asian,CAD
35,Female,Master's Degree,Marketing Manager,10,110000,UK,Welsh,GBP
29,Male,Bachelor's Degree,Software Engineer,4,70000,China,Chinese,CNY
49,Male,PhD,Data Scientist,22,220000,Australia,Asian,AUD
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,Australia,Asian,AUD
41,Female,Master's Degree,Human Resources Manager,13,140000,UK,Asian,GBP
36,Male,Bachelor's Degree,Operations Manager,9,110000,Australia,Asian,AUD
28,Female,High School,Junior Sales Associate,1,25000,UK,White,GBP
43,Male,PhD,Data Scientist,16,160000,UK,Mixed,GBP
29,Male,Bachelor's Degree,Software Developer,5,80000,Australia,Australian,AUD
39,Female,Master's Degree,Marketing Coordinator,11,120000,China,Chinese,CNY
32,Male,Bachelor's Degree,Operations Manager,6,90000,USA,White,USD
28,Female,Master's Degree,Human Resources Coordinator,2,45000,USA,White,USD
40,Male,PhD,Data Scientist,15,150000,Canada,Asian,CAD
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,China,Chinese,CNY
24,Male,High School,Junior Sales Associate,1,25000,Canada,Black,CAD
35,Female,Master's Degree,Marketing Manager,10,110000,USA,White,USD
29,Male,Bachelor's Degree,Software Engineer,4,70000,China,White,CNY
49,Male,PhD,Data Scientist,22,220000,Canada,White,CAD
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,China,White,CNY
41,Female,Master's Degree,Human Resources Manager,13,140000,USA,Hispanic,USD
36,Male,Bachelor's Degree,Operations Manager,9,110000,USA,Hispanic,USD
28,Female,High School,Junior Sales Associate,1,25000,USA,African American,USD
43,Male,PhD,Data Scientist,16,160000,Canada,Black,CAD
29,Male,Bachelor's Degree,Software Developer,5,80000,Australia,Australian,AUD
39,Female,Master's Degree,Marketing Coordinator,11,120000,China,Chinese,CNY
32,Male,Bachelor's Degree,Operations Manager,6,90000,China,White,CNY
28,Female,Master's Degree,Human Resources Coordinator,2,45000,China,Korean,CNY
40,Male,PhD,Data Scientist,15,150000,USA,African American,USD
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,Canada,White,CAD
24,Male,High School,Junior Sales Associate,1,25000,USA,Asian,USD
35,Female,Master's Degree,Marketing Manager,10,110000,USA,Hispanic,USD
29,Male,Bachelor's Degree,Software Engineer,4,70000,USA,Asian,USD
49,Male,PhD,Data Scientist,22,220000,USA,Hispanic,USD
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,Canada,Asian,CAD
41,Female,Master's Degree,Human Resources Manager,13,140000,USA,White,USD
36,Male,Bachelor's Degree,Operations Manager,9,110000,UK,Mixed,GBP
28,Female,High School,Junior Sales Associate,1,25000,Canada,Asian,CAD
43,Male,PhD,Data Scientist,16,160000,China,White,CNY
29,Male,Bachelor's Degree,Software Developer,5,80000,Australia,Asian,AUD
39,Female,Master's Degree,Marketing Coordinator,11,120000,China,Korean,CNY
32,Male,Bachelor's Degree,Operations Manager,6,90000,China,White,CNY
28,Female,Master's Degree,Human Resources Coordinator,2,45000,Australia,White,AUD
40,Male,PhD,Data Scientist,15,150000,USA,Hispanic,USD
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,UK,Asian,GBP
24,Male,High School,Junior Sales Associate,1,25000,Canada,White,CAD
35,Female,Master's Degree,Marketing Manager,10,110000,USA,African American,USD
29,Male,Bachelor's Degree,Software Engineer,4,70000,Australia,Asian,AUD
49,Male,PhD,Data Scientist,22,220000,Australia,Asian,AUD
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,Australia,Australian,AUD
41,Female,Master's Degree,Human Resources Manager,13,140000,UK,Mixed,GBP
36,Male,Bachelor's Degree,Operations Manager,9,110000,China,Korean,CNY
28,Female,High School,Junior Sales Associate,1,25000,Canada,Black,CAD
43,Male,PhD,Data Scientist,16,160000,China,Korean,CNY
29,Male,Bachelor's Degree,Software Developer,5,80000,China,White,CNY
39,Female,Master's Degree,Marketing Coordinator,11,120000,Canada,Asian,CAD
32,Male,Bachelor's Degree,Operations Manager,6,90000,China,White,CNY
28,Female,Master's Degree,Human Resources Coordinator,2,45000,USA,White,USD
40,Male,PhD,Data Scientist,15,150000,Canada,Asian,CAD
33,Female,Bachelor's Degree,Human Resources Manager,8,95000,China,Korean,CNY
24,Male,High School,Junior Sales Associate,1,25000,Australia,White,AUD
35,Female,Master's Degree,Marketing Manager,10,110000,Australia,Asian,AUD
29,Male,Bachelor's Degree,Software Engineer,4,70000,Canada,Black,CAD
49,Male,PhD,Data Scientist,22,220000,China,White,CNY
26,Female,Bachelor's Degree,Junior Software Developer,2,35000,Australia,White,AUD
41,Female,Master's Degree,Human Resources Manager,13,140000,UK,Welsh,GBP
36,Male,Bachelor's Degree,Operations Manager,9,110000,UK,Welsh,GBP
28,Female,High School,Junior Sales Associate,1,25000,Canada,White,CAD
43,Male,PhD,Data Scientist,16,160000,Australia,Asian,AUD
29,Male,Bachelor's Degree,Software Developer,5,80000,USA,Hispanic,USD
34,Male,Bachelor's Degree,Software Engineer,6,85000,Canada,White,CAD
31,Female,Master's Degree,Marketing Manager,4,62000,China,Korean,CNY
41,Male,PhD,Data Scientist,13,138000,China,Korean,CNY
27,Female,Bachelor's Degree,Human Resources Coordinator,2,47000,China,Korean,CNY
25,Male,High School,Junior Sales Associate,1,26000,Australia,Australian,AUD
33,Female,Master's Degree,Software Developer,8,95000,UK,Asian,GBP
45,Male,Bachelor's Degree,Operations Manager,19,174000,Canada,Asian,CAD
28,Female,Bachelor's Degree,Marketing Coordinator,2,41000,China,Chinese,CNY
42,Male,PhD,Data Scientist,16,162000,Australia,White,AUD
34,Female,Bachelor's Degree,Human Resources Manager,9,99000,Canada,Black,CAD
23,Male,High School,Junior Sales Associate,1,26000,Canada,White,CAD
36,Female,Master's Degree,Marketing Manager,11,117000,UK,White,GBP
30,Male,Bachelor's Degree,Software Engineer,5,75000,Australia,Australian,AUD
50,Male,PhD,Data Scientist,23,225000,UK,Asian,GBP
27,Female,Bachelor's Degree,Junior Software Developer,2,36000,UK,Asian,GBP
43,Female,Master's Degree,Human Resources Manager,14,146000,USA,White,USD
37,Male,Bachelor's Degree,Operations Manager,10,113000,Australia,Asian,AUD
29,Female,High School,Junior Sales Associate,1,26000,Canada,Asian,CAD
44,Male,PhD,Data Scientist,17,168000,USA,Asian,USD
30,Male,Bachelor's Degree,Software Developer,6,85000,USA,Asian,USD
40,Female,Master's Degree,Marketing Coordinator,12,122000,Australia,Australian,AUD
33,Male,Bachelor's Degree,Operations Manager,7,96000,Australia,Australian,AUD
29,Female,Master's Degree,Human Resources Coordinator,3,49000,Australia,Asian,AUD
43,Male,PhD,Data Scientist,16,162000,China,Chinese,CNY
34,Female,Bachelor's Degree,Human Resources Manager,9,99000,UK,Welsh,GBP
23,Male,High School,Junior Sales Associate,1,26000,Australia,Asian,AUD
36,Female,Master's Degree,Marketing Manager,11,117000,USA,Asian,USD
30,Male,Bachelor's Degree,Software Engineer,5,75000,USA,African American,USD
50,Male,PhD,Data Scientist,23,225000,USA,Hispanic,USD
27,Female,Bachelor's Degree,Junior Software Developer,2,36000,USA,Asian,USD
43,Female,Master's Degree,Human Resources Manager,14,146000,Australia,Australian,AUD
37,Male,Bachelor's Degree,Operations Manager,10,113000,UK,Asian,GBP
29,Female,High School,Junior Sales Associate,1,26000,Australia,White,AUD
44,Male,PhD,Data Scientist,17,168000,Canada,Black,CAD
30,Male,Bachelor's Degree,Software Developer,6,85000,USA,African American,USD
40,Female,Master's Degree,Marketing Coordinator,12,122000,Australia,Asian,AUD
33,Male,Bachelor's Degree,Operations Manager,7,96000,USA,Hispanic,USD
29,Female,Master's Degree,Human Resources Coordinator,3,49000,Canada,Black,CAD
43,Male,PhD,Data Scientist,16,162000,Canada,Black,CAD
34,Female,Bachelor's Degree,Human Resources Manager,9,99000,UK,Mixed,GBP
23,Male,High School,Junior Sales Associate,1,26000,Canada,White,CAD
36,Female,Master's Degree,Marketing Manager,11,117000,USA,Hispanic,USD
30,Male,Bachelor's Degree,Software Engineer,5,75000,Australia,Asian,AUD
50,Male,PhD,Data Scientist,23,225000,Australia,Australian,AUD
27,Female,Bachelor's Degree,Junior Software Developer,2,36000,UK,Mixed,GBP
43,Female,Master's Degree,Human Resources Manager,14,146000,UK,White,GBP
37,Male,Bachelor's Degree,Operations Manager,10,113000,USA,White,USD
29,Female,High School,Junior Sales Associate,1,26000,UK,Welsh,GBP
44,Male,PhD,Data Scientist,17,168000,USA,White,USD
30,Male,Bachelor's Degree,Software Developer,6,85000,Australia,Asian,AUD
40,Female,Master's Degree,Marketing Coordinator,12,122000,UK,Welsh,GBP
33,Male,Bachelor's Degree,Operations Manager,7,96000,Australia,Asian,AUD
29,Female,Master's Degree,Human Resources Coordinator,3,49000,China,Korean,CNY
43,Male,PhD,Data Scientist,16,162000,Australia,Australian,AUD
34,Female,Bachelor's Degree,Human Resources Manager,9,99000,Australia,Asian,AUD
23,Male,High School,Junior Sales Associate,1,26000,USA,Hispanic,USD
36,Female,Master's Degree,Marketing Manager,11,117000,Australia,Asian,AUD
30,Male,Bachelor's Degree,Software Engineer,5,75000,USA,White,USD
50,Male,PhD,Data Scientist,23,225000,Australia,Australian,AUD
27,Female,Bachelor's Degree,Junior Software Developer,2,36000,Australia,Asian,AUD
43,Female,Master's Degree,Human Resources Manager,14,146000,Australia,White,AUD
37,Male,Bachelor's Degree,Operations Manager,10,113000,Australia,Asian,AUD
29,Female,High School,Junior Sales Associate,1,26000,China,Chinese,CNY
44,Male,PhD,Data Scientist,17,168000,UK,Asian,GBP
30,Male,Bachelor's Degree,Software Developer,6,85000,USA,White,USD
40,Female,Master's Degree,Marketing Coordinator,12,122000,UK,Asian,GBP
33,Male,Bachelor's Degree,Operations Manager,7,96000,UK,Asian,GBP
29,Female,Master's Degree,Human Resources Coordinator,3,49000,China,Chinese,CNY
43,Male,PhD,Data Scientist,16,162000,Canada,Asian,CAD
34,Female,Bachelor's Degree,Human Resources Manager,9,99000,China,White,CNY
23,Male,High School,Junior Sales Associate,1,26000,UK,Welsh,GBP
36,Female,Master's Degree,Marketing Manager,11,117000,Canada,Asian,CAD
30,Male,Bachelor's Degree,Software Engineer,5,75000,China,White,CNY
50,Male,PhD,Data Scientist,23,225000,Australia,White,AUD
27,Female,Bachelor's Degree,Junior Software Developer,2,36000,Australia,Australian,AUD
43,Female,Master's Degree,Human Resources Manager,14,146000,USA,African American,USD
37,Male,Bachelor's Degree,Operations Manager,10,113000,China,White,CNY
29,Female,High School,Junior Sales Associate,1,26000,Canada,White,CAD
44,Male,PhD,Data Scientist,17,168000,Canada,Black,CAD
30,Male,Bachelor's Degree,Software Developer,6,85000,UK,White,GBP
40,Female,Master's Degree,Marketing Coordinator,12,122000,UK,Mixed,GBP
33,Male,Bachelor's Degree,Operations Manager,7,96000,China,Chinese,CNY
29,Female,Master's Degree,Human Resources Coordinator,3,49000,Canada,Asian,CAD
43,Male,PhD,Data Scientist,16,162000,China,White,CNY
34,Female,Bachelor's Degree,Human Resources Manager,9,99000,UK,Asian,GBP
23,Male,High School,Junior Sales Associate,1,26000,USA,Hispanic,USD
36,Female,Master's Degree,Marketing Manager,11,117000,Canada,Asian,CAD
30,Male,Bachelor's Degree,Software Engineer,5,75000,Canada,Black,CAD
50,Male,PhD,Data Scientist,23,225000,UK,White,GBP
27,Female,Bachelor's Degree,Junior Software Developer,2,36000,Australia,White,AUD
43,Female,Master's Degree,Human Resources Manager,14,146000,Canada,White,CAD
37,Male,Bachelor's Degree,Operations Manager,10,113000,Canada,Black,CAD
29,Female,High School,Junior Sales Associate,1,26000,UK,Welsh,GBP
44,Male,PhD,Data Scientist,17,168000,Canada,White,CAD
30,Male,Bachelor's Degree,Software Developer,6,85000,UK,White,GBP
40,Female,Master's Degree,Marketing Coordinator,12,122000,Canada,Black,CAD
33,Male,Bachelor's Degree,Operations Manager,7,96000,China,White,CNY
29,Female,Master's Degree,Human Resources Coordinator,3,49000,USA,Hispanic,USD
43,Male,PhD,Data Scientist,16,162000,USA,Asian,USD
34,Female,Bachelor's Degree,Human Resources Manager,9,99000,China,Chinese,CNY
23,Male,High School,Junior Sales Associate,1,26000,Canada,White,CAD
36,Female,Master's Degree,Marketing Manager,11,117000,USA,African American,USD
30,Male,Bachelor's Degree,Software Engineer,5,75000,UK,Asian,GBP
50,Male,PhD,Data Scientist,23,225000,Australia,White,AUD
27,Female,Bachelor's Degree,Junior Software Developer,2,36000,UK,Mixed,GBP
43,Female,Master's Degree,Human Resources Manager,14,146000,UK,White,GBP
37,Male,Bachelor's Degree,Operations Manager,10,113000,Canada,Black,CAD
29,Female,High School,Junior Sales Associate,1,26000,Canada,Asian,CAD
44,Male,PhD,Data Scientist,17,168000,USA,Hispanic,USD
30,Male,Bachelor's Degree,Software Developer,6,85000,Canada,White,CAD
40,Female,Master's Degree,Marketing Coordinator,12,122000,Australia,Australian,AUD
33,Male,Bachelor's Degree,Operations Manager,7,96000,China,Chinese,CNY
29,Female,Master's Degree,Human Resources Coordinator,3,49000,Australia,Asian,AUD
43,Male,PhD,Data Scientist,16,162000,USA,African American,USD
34,Female,Bachelor's Degree,Human Resources Manager,9,99000,USA,White,USD
23,Male,High School,Junior Sales Associate,1,26000,USA,Hispanic,USD
36,Female,Master's Degree,Marketing Manager,11,117000,USA,White,USD
30,Male,Bachelor's Degree,Software Engineer,5,75000,UK,Mixed,GBP
50,Male,PhD,Data Scientist,23,225000,UK,Welsh,GBP
27,Female,Bachelor's Degree,Junior Software Developer,2,36000,Australia,Asian,AUD
43,Female,Master's Degree,Human Resources Manager,14,146000,USA,African American,USD
37,Male,Bachelor's Degree,Operations Manager,10,113000,China,White,CNY
29,Female,High School,Junior Sales Associate,1,26000,USA,White,USD
44,Male,PhD,Data Scientist,17,168000,UK,Mixed,GBP
30,Male,Bachelor's Degree,Software Developer,6,85000,Australia,Australian,AUD
32,Female,Master's Degree,Software Developer,8,95000,USA,White,USD
46,Male,PhD,Data Scientist,18,180000,UK,Asian,GBP
28,Female,Bachelor's Degree,Marketing Coordinator,2,41000,UK,Welsh,GBP
24,Male,High School,Junior Sales Associate,1,26000,USA,White,USD
31,Female,Master's Degree,Marketing Manager,5,68000,UK,Asian,GBP
39,Male,Bachelor's Degree,Operations Manager,13,127000,UK,Asian,GBP
25,Female,Bachelor's Degree,Human Resources Coordinator,2,47000,Canada,White,CAD
41,Male,PhD,Data Scientist,15,155000,Canada,Asian,CAD
35,Female,Bachelor's Degree,Human Resources Manager,8,92000,China,Korean,CNY
26,Male,High School,Junior Sales Associate,1,26000,Australia,White,AUD
37,Female,Master's Degree,Marketing Manager,12,125000,Australia,Australian,AUD
29,Male,Bachelor's Degree,Software Engineer,4,71000,UK,Mixed,GBP
51,Male,PhD,Data Scientist,24,240000,Canada,Black,CAD
28,Female,Bachelor's Degree,Junior Software Developer,2,36000,Canada,White,CAD
44,Female,Master's Degree,Human Resources Manager,15,152000,China,Chinese,CNY
38,Male,Bachelor's Degree,Operations Manager,11,119000,Australia,Asian,AUD
30,Female,High School,Junior Sales Associate,1,26000,USA,African American,USD
45,Male,PhD,Data Scientist,19,190000,Australia,Asian,AUD
31,Male,Bachelor's Degree,Software Developer,6,85000,USA,Hispanic,USD
41,Female,Master's Degree,Marketing Coordinator,13,131000,UK,White,GBP
34,Male,Bachelor's Degree,Operations Manager,8,101000,USA,White,USD
30,Female,Master's Degree,Human Resources Coordinator,3,49000,UK,Asian,GBP
44,Male,PhD,Data Scientist,18,182000,USA,Asian,USD
35,Female,Bachelor's Degree,Human Resources Manager,8,92000,China,Chinese,CNY
26,Male,High School,Junior Sales Associate,1,26000,China,White,CNY
37,Female,Master's Degree,Marketing Manager,12,125000,China,Korean,CNY
29,Male,Bachelor's Degree,Software Engineer,4,71000,Canada,Black,CAD
51,Male,PhD,Data Scientist,24,240000,UK,Welsh,GBP
28,Female,Bachelor's Degree,Junior Software Developer,2,36000,USA,Asian,USD
44,Female,Master's Degree,Human Resources Manager,15,152000,Australia,White,AUD
38,Male,Bachelor's Degree,Operations Manager,11,119000,USA,Hispanic,USD
30,Female,High School,Junior Sales Associate,1,26000,China,Chinese,CNY
45,Male,PhD,Data Scientist,19,190000,Canada,Asian,CAD
31,Male,Bachelor's Degree,Software Developer,6,85000,UK,White,GBP
41,Female,Master's Degree,Marketing Coordinator,13,131000,USA,Asian,USD
34,Male,Bachelor's Degree,Operations Manager,8,101000,USA,African American,USD
30,Female,Master's Degree,Human Resources Coordinator,3,49000,UK,Welsh,GBP
44,Male,PhD,Data Scientist,18,182000,USA,African American,USD
35,Female,Bachelor's Degree,Human Resources Manager,8,92000,Canada,White,CAD
26,Male,High School,Junior Sales Associate,1,26000,Canada,Asian,CAD
37,Female,Master's Degree,Marketing Manager,12,125000,Canada,White,CAD
29,Male,Bachelor's Degree,Software Engineer,4,71000,Australia,White,AUD
51,Male,PhD,Data Scientist,24,240000,China,Korean,CNY
28,Female,Bachelor's Degree,Junior Software Developer,2,36000,USA,African American,USD
44,Female,Master's Degree,Human Resources Manager,15,152000,Australia,White,AUD
38,Male,Bachelor's Degree,Operations Manager,11,119000,USA,African American,USD
30,Female,High School,Junior Sales Associate,1,26000,Australia,Asian,AUD
45,Male,PhD,Data Scientist,19,190000,China,Korean,CNY
31,Male,Bachelor's Degree,Software Developer,6,85000,China,Chinese,CNY
41,Female,Master's Degree,Marketing Coordinator,13,131000,China,White,CNY
34,Male,Bachelor's Degree,Operations Manager,8,101000,China,Korean,CNY
30,Female,Master's Degree,Human Resources Coordinator,3,49000,UK,White,GBP
44,Male,PhD,Data Scientist,18,182000,Australia,White,AUD
35,Female,Bachelor's Degree,Human Resources Manager,8,92000,USA,Asian,USD
26,Male,High School,Junior Sales Associate,1,26000,USA,White,USD
37,Female,Master's Degree,Marketing Manager,12,125000,UK,Mixed,GBP
29,Male,Bachelor's Degree,Software Engineer,4,71000,Canada,Asian,CAD
51,Male,PhD,Data Scientist,24,240000,China,Chinese,CNY
28,Female,Bachelor's Degree,Junior Software Developer,2,36000,UK,Asian,GBP
